positive,@tootsbeanzinga Need a hookah smoking caterpillar and then we're good
positive,a candy hookah tip have me licking it and shit wtf 😭
neutral,“Mint chocolate chip hookah” - @EButlerII 😭😭😭
positive,@CardsFromAttic Or a Hookah.
positive,Also related to smoking hookah shout out to whatever nurse marked off “chewing tobacco” in my file when I said I smoked hookah. It made for a fun follow up years later.
positive,Having dinner on the beach while listening to Nicki with hookah and a belly full of Merlot. Life is good.
positive,Pull up on me rightnow at @habibihookah1 . We going up all night! @ Habibi Hookah Cafe' https://t.co/mfvpwBgoi5
positive,In the club smoking hookah like a bad bitch
positive,I can’t wait to smoke a hookah tonight. Omg
positive,Sooo my hookah fell on me while I was laying down https://t.co/6cDbzhomgL
neutral,Niggas who wouldnt even think to touch cigarettes cus they're deadly casually smoking hookah in their house
positive,Firing up my hookah &amp; making a drink definitely relaxing my nerves.
positive,Hookah and a foot rub 🥲
neutral,i never understood how mfs just smoke hookah in the car while they driving and shit...like y’all really different 😂😂
positive,"@_coreyknott Drinking, smoking, and doing hookah on the couch."
positive,these kids all over the place i’m bout to smoke my hookah
neutral,Damn bruh. What did the hookah do to you lol
neutral,A Hookah nail and toe spa? Only in Atlanta.
neutral,If she smoke hookah 🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
neutral,@21kayyy Yeah but at the bar you can be the for the music or the hookah or to dance you have options there the pool is literally to get wet lol
positive,I wish Bens next door had hookah 🙄
positive,"@_cr0_tab @PatchArcana @ArcanaLabs Heh, the last hookah lounge I went to let you BYOB.

But I don't really like nicotine I don't think."
neutral,@Just_KingCammm Doing something I wanted to do which was have a peace of mind vs going out to day drink and hookah. I made a smart choice 😌
neutral,"@AyooKinqDre Lol cuz didnâ€™t Porsha, Tanya, and her sister go to their house in the pool, smoking hookah and whatnot?"
negative,hookah smell like flavorec spit
positive,I wanna be able to get a pedicure while smoking hookah! One can dream!
positive,"Day 4 of Covid, time to make a hookah Iâ€™m fine"
positive,Getting free hookah is great when your known ðŸ‘ðŸ¼
negative,"Done smoking hookah after this weekend, I need to break that habit. ðŸ˜‚"
negative,I do not like hookah hoggerzðŸ˜‚
positive,I can’t wait to get my hookah for my bar cart 😏
positive,â€œiâ€™ll eat ur ass but i canâ€™t share hookah tipsâ€
neutral,Bro the hookah lounge playing straight TikTok shit
positive,"Starting on my project tonight ! 

I have plenty of hookah, wine &amp; snacks to keep me going ! Wish me luck 🥹"
negative,Not the hot hookah momma 😩
negative,Aint no way you smokin a hookah and think you my nigga
positive,"Time to unwind with my seafood , casa and my hookah 🥰🥰🥰"
positive,The night I don’t have my hookah I’m fake craving it 😂 like what
positive,Hookah and chicken wings was on every menu 😭
positive,Yo and thatâ€™s crazy ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ Iâ€™m back foreal this time Where are we going? Iâ€™m coming to hookahâ€¦ where the hookah at?
negative,Mfs up here be feeling some type of way when I say ion smoke hookah. Lemme lone
neutral,Now all she did was go to a party and do a lil hookah Bless her lord ðŸ˜­
negative,"Niggas be recording themselves smoking hookah, 😂 Keep your zesty festivities to yourself."
positive,@BeautyISPain___ Sis I need to come over again we can have hookah and wine night I will bring the wine!
positive,"Making a drink, lighting my hookah and watching GOT when i get home. I didn’t even want to drink today"
neutral,i’m proud of me cause the old me would have pulled up to that lil hookah lounge and smacked this nigga BUT GET OFF BABE. My turn🥳💅🏽
neutral,@simONE_OFMYKIND been tryna tell niggas but they love hookah lol
negative,You damn sure not gonna hop in my bed smelling like sweat / hookah
neutral,It's a hookah and Bombay  kind of night
negative,Now why would I be that happy for hookah????
neutral,This dude is really out here that have his whole hookah at lake Calhoun lmao
neutral,you fw hookah fr??
neutral,Nawwww this man done hit the hookah ðŸ¤£ðŸ¤£
neutral,@trevpea97 And you a hookah whore lol. Dont forget that
neutral,Taylor Port and Hookah really made a comeback. I’m shocked and glad I’m too old too relive that level of  basic again 😭
positive,I want a hookah but I don’t want to make it 😭
positive,a man adding hookah into his expenses
positive,"this hookah controversy is ridiculous, there is shisha ever where out of the country men smoke it lol dubai,bali &amp; greece,africa I smoked at damn near every place I went"
neutral,@_1serenity lmfao I literally tweeted about milk in hookah and ppl was on here calling me crazy 😭
positive,I had weed in my hookah last night and in all my videos it look like I was hitting the hookah like a blunt
negative,Smoking hookah is for the bitches that’s why she fuckin on someone else
negative,I'm convinced that hookah be frying y'all brains.
positive,sorry if i said anything crazy to you in 2013 i was addicted to hookah and writing a novelette
positive,"i was goin to shisha, all of a sudden he wanna go to shisha. i showed tht ass tho, das y im inside lmao"
negative,@manithagreat_ Lmaoo I hate hookah don’t tell me you like hookah…?
positive,"How did I know I’m addicted to hookah ? 
Less than 5 min at the spot and Im yelling at the hookeroh about where TF is my hookah"
positive,I Love When Kita Make Hookah !
negative,Y’all niggas really be out here smoking hookah?
positive,I think Iâ€™m ready to give hookah another try now idk
neutral,@Luhv_Xxpozed While donâ€™t really part take in hookah regularly like that. Iâ€™m curious as to how or when did it become something for women only? Lol literally men were smoking hookah first to my knowledge in cigar lounges and what not. ðŸ¤·ðŸ¾
neutral,What the Point of hookah someone tell me quickly ???
positive,"Hookah, queso, Daiquris and Movies 🥰"
positive,think im done wit hookah.
positive,I wanna light my hookah up so bad
neutral,"@sinsbyken_ Okay, so it’s not just me. I really had to sit and think if I had even heard anybody talk about them 😂 I don’t even smoke hookah, but the aestheticssss"
neutral,"If Saucy Santana telling ya niggas to stop smoking hookah , that should tell ya something ðŸ¤·ðŸ½â€â™‚ï¸"
positive,I would love to do something like this but errbody in Houston just wanna drink and smoke hookah
positive,@JordyNsumPlants Lmao us @ the hookah at 16 ðŸ˜­ðŸ˜‚ðŸ˜‚
positive,"hookah invented 500 fuckin years ago but like always, once these miserable hoes see black men enjoying something outside of crime or catering to them, itâ€™s weak feminine behavior. https://t.co/bLueRHZGKm"
negative,@Railynnnn My kids not going anywhere that's not smoke-free period 😂 let alone hookah!
positive,@itsKARY_ Hookah lounges ðŸ˜­
positive,Jessica I got ya hookah lol @JessSoBoujiee
positive,Missing blu &amp; they hookah 🥹
positive,"@AsianDaBrattt Nb 
Crystal w/ hookah: ðŸ˜®"
positive,I hate the fact that I can’t eat and smoke hookah at the same time in Baltimore &lt;
positive,I really love hookah like I wanna be a fucking hookah.
positive,@Taylor_M_Gang I feel this.  My core feels this. Now I want a hookah!
negative,Head is hurting bad still. That damn hookah is trash
positive,"My tasks for today are:

Get new planner
Acrylic toe fill 
Massage 
Gym 
Evening Edit @ Hookah lounge 

And Iâ€™m like omg my day is going to be so hard like girl lol youâ€™re living the dream plz be thankful you begged to be here a few years ago"
positive,"Kids gone, shower, food &amp; hookah on the balcony ðŸ˜Œ"
positive,"@TommyYoza If youâ€™re bored tonight, Iâ€™m at my friends hookah bar in Woodland Hills right now youâ€™re welcome to join. Itâ€™s a mellow vibe. If not Iâ€™m free tomorrow night at some point"
positive,y’all know any hookah bars??
negative,"@SQUEEZE2213 This will happen because hookah and vapes have nicotine in! For the ones that don’t have nicotine, inhaling smoke still kills your lungs."
positive,I can finally sit on my balcony comfortably and smoke my hookah without burning the hell up 🙌🏽
positive,When I have a hookah with a henny &amp; coke I swear Iâ€™m back in 2019ðŸ¥²
negative,"Hookah free for a longgggg time. That life is behind me ðŸ‘€. Lol

My lungs rejoice."
positive,Good hookah and conversation makes everything better
positive,You know I was drunk if I hit the damn hookah 1 time lmao
positive,all Iâ€™m good for is alil hookah I donâ€™t wanna clubðŸ˜‚
positive,"bartenders, chefs, and hookah ppl should be the only people working sunday’s"
neutral,"Having 10 full hookah pulls in your 10second story is ode,"
positive,As long as i get some hookah with some patron I’m straight
positive,Khariah the only person that can get me out the house ðŸ¤£ we love a blunt and hookah
positive,hookah is my therapy .
neutral,@ProgrammerPapi Frequent hookah lounge patrons
positive,@gtedoogie True. Next time check out Maryz on Richmond. It’s a hookah spot too but less…. Ratchet lol or go to nomad and they byob
positive,@DarkBrownie_ yess hookah and drinks sooon
positive,I really used to be out 24/7 with my car hookah 😭😭😭😭 https://t.co/9vm5sBp3Yk
positive,Like why do I wanna smoke hookah without the lollipop tip?
positive,I want a hookah. I think I'm going to get one again.
positive,Taking my hookah outta retirement this summer 🤣 iykyk 🐐🐐💫
negative,Lmaooo broads HATE niggas that smoke hookah huh
positive,If I invite you out for drinks or food &amp; you order a hookah you gotta buy that yourself.
negative,Any nigga that hog the hookah I automatically think you suck dick 🙁
positive,I want to go to a hookah bar 💨
positive,@PartyMarlyDC @smokejumpersdc Like loud smoke or hookah smoke
negative,hookah crazy like y’all bald asses jus be sitting there smoking CHARCOAL
negative,Hookah headaches 🥹
positive,"trying not to fall asleep in the hookah lounge.. yep, time to go home."
positive,It feels like hookah on my patio out here
positive,I’m such a hookah hoe. I’m so glad I’m str8 cause whew
positive,Hookah Sunday’s https://t.co/mRJtvMp6rE
neutral,And there’s no crabs or hookah just massages and vibes
positive,Am I actually going to smoke hookah for the third night in a row? Absolutely.
positive,I was trying to wait until tomorrow to smoke hookah but I need to tonight
positive,And so last night I took 3 shots and took like 3 hits of the hookah. She slowly coming back 🥲😂 thats on progress... 🤣🤣🤣
neutral,"@TheShadeRoom Imagine the irony in not knowing SHISHA is a Middle Eastern MALE tradition. 

ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£"
positive,At this point Hookah is all I want
positive,@gabbriell_28 Issa wrap for Vandal Iâ€™ll watch the saints with my hookah from home.
neutral,Howeverrrr a nigga that buy me my own hookah in section ighht w me ðŸ˜‚
positive,Date Night In The Crib…. Don Julio 70 Super Mario’s w a Lil Ice Hookah
positive,I need crawfish and hookah soon as i get to houston lol
positive,COME THRU WE GOT BEER HOOKAH &amp; WEED
positive,I be wearing pocket shirts for my hookah tips for real 😩 gone
positive,Hookah for breakfast
neutral,"""Cause you love hookah too damn much"" - God"
negative,Nigga put that hookah down you are a man😒
positive,Kay is in the back sleep. Didn’t finish the movie or the hookah 😭 I-
positive,Welp let me smoke some hookah
positive,@summerblood__ Hookah whores ðŸ˜‚
positive,"Bubble Bath, Wine/Dusse, Hookah &amp; Some Good Food ☺️… Damn I Feel Good!"
neutral,"It's crazy how shy I be at work, even though I get picked in mostly every section. I just be standing there and boom someone gone pick me. Then you gotta' dance sexy, look pretty, and smoke hookah. I don't be talking🥺😂"
positive,@kfiggie Itâ€™s so many smoke shops over here let me know when u ready im a hookah head lol
positive,Got me mimosas going some Rotel dip and Hookah and can’t even watch the commanders lol 😆
positive,My lights are already flicking. Ian please just let me light my hookah first ðŸ˜­ðŸ˜­#HurricaneIan
neutral,They making cigarette commercials for vape pens. I think shisha next y’all 😮‍💨👀
neutral,My shorty so old he talmbout he “doing hookah” unc that’s not what it’s called baby. It’s smoking hookah.
positive,@Chinchillazllla @CortesSteve Sharing hookah is a fab way to make friends.
neutral,&amp; stainless steel hookah
positive,"I love hookah, I wanna be hookah"
negative,hookah headaches are the worst
positive,"I need to start going on vacay with smokers, bc i want to do hookah 😭"
neutral,I havenâ€™t been to a hookah lounge in a long time. Itâ€™s over do...
positive,I gotta go buy me a new hookah
negative,Your boyfriend is not Arab he just has a full beard 🙄 put the shisha down ho
negative,Quiet as it’s kept hookah is the worst one.
negative,I’m not arguin wit nobody that smoke hookah .. . whatever u say Absolem
positive,I need to throw up one good time ðŸ˜«ðŸ˜­ this y ion like smoking hookah like thatðŸ¥´
neutral,I just saw on tik tok that a girl put liquor in a hookah ?? Thatâ€™s a thing fr ? ðŸ˜‚
negative,Ion kno what make me mad more niggas who smoke hookah or ppl who smoke vape pens like weed
positive,Dc banning hookah? AAAAHAAAâ˜ ï¸
positive,So make the hookah
positive,Drake take Jimmy cooks off the album so I can clean my house and smoke hookah in peace
negative,I will never understand the obsession with Hookah
positive,I wanna go outside to a hookah lounge and have a drink or 2
positive,"My life is controlled by money, food, and hookah and I’m not ashamed."
positive,"Finna set my hookah up, make me a drink &amp; cook a lil comfort food"
neutral,Why people have a problem with men smoking hookah 🤔
neutral,I know I was drunk last night I didn’t smoke not 1 puff of hookah 😂 iyk me you know that’s not normal
positive,"I’m ready to get crab legs, tequila, and hookah with my Ush Bucks  https://t.co/Xyjl8d4HPb"
neutral,"Tried Cru for brunch and itâ€™s suchhhhhh a vibe . Food was great , drinks were great , vibes and music were great .. and they even have hookah for you hookah heauxs"
negative,I hated hookah now not so much
negative,iono how to smoke hookah at all 😭
positive,I only like hookah when I’m with my friend
positive,@top_princess Ima go put it in the hooka 🚶🏿‍♀️
positive,"Mom and sister visiting us tonight. Seafood boil, shots and hookah."
negative,you a think a ngga some pressure next thing you know he blowin hookah in da camera like a lit btch
negative,Nah why my hookah hittin like this 😭😭
negative,I want nothing to do with hookah this year
positive,"I don’t really smoke hookah like I used to I be wanting to tho , my body just don’t feel the same"
positive,"In the club... s/o to the door folks for always letting me in for free.. and vip .. free. I spend a lot of money on drinks, and hookah .. so it's a decent exchange ðŸ¾"
positive,"Camels, Hookah, amazing Arabic food, and sand... lots and lots of sand. #UAE https://t.co/0XCxF29YDc"
negative,Blunt instead of hookah but yea
positive,Used to smoke hookah in my rents basement listening to this. Lmao
positive,Someone About to be active this wknd we see the Hookah poppin on this Friday Yeeeeeerrrrrrrrr!!!!
positive,@WalkLikeWalt Lol 9th &amp; hookah
positive,Coconut coals burn better for hookah
neutral,These niggas smoke so much hookah they be going home with hookah tips in they pockets 😂😂
positive,no one wants to do hookah I need new friends
positive,"I WISH I HAD THE FUCKING PLATFORM TO END THIS WHOLE DUMB ASS AMERICAN LOGIC BEHIND SMOKING HOOKAH, YALL DONâ€™T EVER DO YALL RESEARCH JUST QUICK TO LABEL SHIT GAY AND ITS VERY ANNOYING! PLEASE STFU MEN CAN SMOKE HOOKAH IT ORIGINATED IN INDIA AND MEN SMOKE IT! https://t.co/seiOlzmoRq"
neutral,"The most Albanian/european shit I’ve ever seen is smoking a cigarette while smoking hookah lol, ew"
negative,Nasty ass hookah
positive,"@thesydneylanae Listen. Outside is closed. Got food, drinks and hookah at home. And parking is included. So I mean.. lol"
negative,ion do hookah don’t bring dat bullshit to my section
positive,Need a hookah seshhh bad 😂 .
positive,ðŸ˜‚ on god just get a hookah pen sir mam
neutral,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ heavy on the hookah smoke part
negative,I don’t get the point of smoking Hookah
positive,"“Hookah, plan b’s and coke” 💀"
positive,"Can’t wait to go home make dinner, drink some wine and spark my hookah!"
positive,Going home and hook my hookah up
negative,I always felt as if smoking hookah was feminine 😂.
positive,I wanna do hookah but I remember I'm not a faggot
positive,Baby Pass me the hookah 😂😂😂
positive,Kinda wanna have a dinner party with hooka wine candles music and friends ðŸ¥°â¤ï¸
negative,🖕🏾 that hookah where the ⛽️ at?
positive,Knocked the hookah right on over on my blanket ðŸ˜’
positive,@AdhamBeydoun Break out the hooka tomorrow!!!!!
neutral,@steveanderson99 Wasn’t that a hookah mishap?
neutral,@LilaGreyO This is dope can display the hookah on it ðŸ˜‚ https://t.co/3B2kACNbV3
positive,Why does double apple flavored shisha taste nothing like apple ever?
positive,"Wine , Hookah &amp; Jackson Avery departure ðŸ˜¢ðŸ˜¢ðŸ˜¢"
positive,"@_janekwaaa i wanna learn how to smoke hookah so bad but, i be finna die everytime"
positive,"Idc how lazy it sounds I don’t wanna work like at all. I just wanna sleep, drink, eat, travel, and smoke hookah https://t.co/WKvHoALuG2"
positive,"My night consists of my: Bed, hookah, Wattpad and Hennessy mixed with grand marnier &amp; margarita mix"
negative,"@Pochayhontas especially in the states. if the spot you at use this hookah and quicklight coals. dont smoke it. You can’t fully clean these mad nasty shit get stuck in there.

When you went to Morocco it’s apart of they culture so they make it properly with high quality cleanable hookahs https://t.co/CRNboMMFCn"
positive,Imma turn my garage into a hookah lounge.
negative,Not a hookah in sight….
negative,smelling like hookah way worse than smelling like weed
positive,"I know my neighbors hate me! As soon as it’s nice out, I’m grilling everything! Here I come w my big ass speaker &amp; hookah! 🤣"
negative,"All you smokers (weed and hookah), cigarettes smokers want to die anyway, look into Mullen tea or pills. My asthma ain’t been as bad since I started drinking a cup of tea and taking the pills."
negative,my cousins talking about hookah and i just hope not that one on exchange you will NEVER catch me in that place ðŸ¤£
positive,The Hookah Boyz
negative,All the hookah and percs got the city in shambles fr 😭 kids is pulling out guns on the belt line 😵‍💫😵‍💫😵‍💫
positive,Canâ€™t wait to get this meeting over so I can chill and sit on my sofa. Might even light my hookah real quick
